,Category,Skills,Degree,Institution
1395,CHEF,"['    Quick problem olver  Thrive in fat-paced environment  Committed team player  Courteou', ' profeional demeanor   Able to work in continuouly-tanding poition\xa0  \xa0Prefer\xa0to work night and weekend  Aume 100 reponibility for quality of product ']","[' High School Diploma', ' South Philadelphia High School']","[' ', 'NA']"
1396,CHEF,"['  ADA compliance', ' auditing', ' computer programming', ' contract', ' CPR', ' credit', ' cutomer atifaction', ' cutomer   ervice', ' data entry', ' Department of Health', ' financial', ' HR', ' inventory management', ' Cot accounting', ' marketing', ' acce', ' PBX', ' policie', ' POS', ' afety', ' ale', ' cheduling', ' eminar', ' taffing', ' upervior', '  ']","["" Mater'"", ' Bachelor of Art', ' Aociate of Applied Science', ' Certification and Training']","[' Stratford Univerity', ' Stratford Univerity', ' Stratford', 'NA']"
1397,CHEF,['   PRESS httpblogvillagevoicecomforkintheroad201406campeonachampionhipcaliberportbararriveinflatironphphttpwwwnytimecom20120108nyregionred-lulu-cocina-in-outh-norwalk-reviewhtmlr=2partner=rnytemc=rhttpwwwnytimecom20100815nyregion15dinecthtml  '],[' Bachelor of Art'],[' City College of New York']
1398,CHEF,"[' advertiing', ' Budgeting', ' Budget', ' Bi', ' Buine Plan Development', ' Conultation', ' Contract Negotiation', ' Cutomer Service', ' Cutomer Service Training', ' delivery', ' documentation', ' pecial event', ' Fat', ' Financial', ' forecating', ' hiring', ' inventory control', ' Layout', ' Logitic', ' Marketing Plan', ' marketing', ' Meeting', ' Merchandiing', ' negotiation', ' Organizer', ' performance review', ' Policie', ' Procurement', ' Purchaing', ' Quality', ' radio', ' Retail', ' SALES', ' Sale Forecating', ' Shipping', ' Staff Training', ' Strategic', ' Superviion', ' Author']","[' MS', ' BPS']","[' Wing Luke Univerity Shanghai Province People Republic of China', 'NA']"
1399,CHEF,"[' Army', ' Baic', ' budget', ' Ca', ' Controller', ' couneling', ' driver', ' forecating', ' Government', ' intruction', ' Intructor', ' Leaderhip', ' Leaderhip Development', ' law', ' local government', ' logitic', ' mentoring', ' peronnel', ' policie', ' quality', ' quality aurance', ' afety', ' Trainer']","[' Oberver Controller Trainer Coure Camp Shelby M 09272002 Drill Sergeant School US Army NCO Academy Fort Leonard Wood Mo 10121995 Marine Corp Non-Reident Leaderhip Coure Fort Leonard Wood Mo 02171995 Intructor Training Coure', ' Baic Non-Commiioned Officer Coure Fort Leonard Wood Mo 05011992 Primary Leaderhip Development Coure US Army Fort Knox Ky 03111988 Quarry Machine Operator Coure US Army Fort Leonard Wood Mo 11241987 Combat Bridge Builder Training Fort Leonard Wood Mo', ' MinitryLeaderhip', ' Culinary Art Degree', ' Small Group Intructor Training Coure']","[' US Army', 'NA', ' Vanguard Univerity of Southern Cal', ' Meridian Community CollegeMeridianMS', ' US Army NCO Academy']"
1400,CHEF,"[' 14 year experience in high end retaurant with a background in French', ' Japanee and Peruvian Cuiine\xa0Expertie in all facet of kitchen management', ' including Food cot Percentage', ' labor cot budgeting', ' cheduling', ' menu developing and trategic planning\xa0']",[' Le Cordon Bleu '],[' Aociate of Art']
1401,CHEF,"[' Excellent leaderhip qualitie', ' paion for culinary art', ' excellent cutomer ervice kill', ' enthuiatic people peron', ' elf-driven', ' dedicated']","['NA', 'NA', ' HS Diploma']","[' Expect to purue', ' Univerity of Alaka Anchorage', ' Seward High School']"
1402,CHEF,"[' Conitently working to high tandard', "" Gain in-depth familiarity with any kitchen' operation"", ' Serve Safe Management Certified', ' Knowledge of different tyle of cooking', ' Reolving peronal conflict between taff member', ' Contantly working hard to achieve peronal goal and objective', ' Proce improvementanalyi and implementation']","['NA', 'NA']","[' Penn Foter', 'NA']"
1403,CHEF,"['     Commitment to Quality  Well-tuned Palate  Communication  Fluent in Spanih  Team Building  Food Science  Software Shopkeep', ' Excel', ' Catereae   ']",[' Bachelor of Art'],[' Univerity of Oregon']
1404,CHEF,"['  Aitant Manager', ' delivery', ' direction', ' front office', ' next', ' CODING', ' receptionit', ' afety', ' upervior ']","[' High chool diploma', ' CIS']","[' Poudre High School', ' Front Range Community College']"
1405,CHEF,['  Buine operation  Coting  Creativity  Special event  Food afety  Inventory  Payroll  Purchaingreceiving  Scheduling '],[' Aociate of Science'],[' The Culinary Intitute of America']
1406,CHEF,"[' Attention to detail', ' budget', ' C', ' color', ' cot control', ' cutomer ervice', ' Focu', ' inventory', ' leaderhip kill', ' leaderhip training', ' Director', ' meeting', ' peronnel', ' POS', ' producing', ' purchaing', ' Fat learner', ' receiving', ' afety', ' taffing']","[' DIPLOMA', ' Food Preparation Kitchen Management Patierie and Confectionery International Cuiine', ' Johnon  Wale Univerity']","[' Pinella Technical Education Center', ' GENERAL COURSES', ' Gibb High School']"
1407,CHEF,['   Advanced Suhi kill   Very Organized  Creating Team Engagement   Undertanding Client Need  Controlling the Bottom Line  Can multi tak well    '],"[' Certificate', ' Certificate', ' Certificate', ' Certificate', ' Certificate', ' Certificate ', ' Certificate', ' Ditinction in Superviory mangement', ' Aociate of Applied Science', ' High School Diploma']","[' Univerity of Birmingham', ' Enlightening Achievement CEO Particia Healy ', ' Culinary Intitute of America', ' Culinary Intitute of America ', ' Culinary Intiute Of America ', ' Culinary Intitute of America ', ' Hilton Barbado Reort', ' Caribbean Training Intitute', ' Barbado Hopitality Intitute', ' Barbado Hopitality Intitute - Barbado Alexandra Secondary School']"
1408,CHEF,"[' benefit', ' cah regiter', ' CPT', ' cutomer ervice', ' delivery', ' Financial', ' form', ' ICD-9', ' inurance', ' Director', ' mainframe', ' managing', ' Medical Terminology', ' next', ' coding', ' afety', ' uperviion', ' telephone', ' phone', ' well organized']","[' General Equivalency Diploma GED', ' Serve Food Safe Certification']","[' De Moine Community College', ' Urbandale Community School']"
1409,CHEF,"['  Cooking', ' Kitchen', ' Sanitation', ' Contamination', ' Operation', ' Chef', ' Executive Chef', ' Maintenance', ' Mixing', ' Aociate', ' Front Dek', ' Satifaction', ' Coaching', ' Recruiting', ' Scheduling', ' Staffing', ' Training', ' Anwering', ' Anwering Phone', ' Sale', ' Sale Aociate', ' Cahier', ' Fat Learner', ' Food Indutry', ' Leaderhip Skill', ' Strong Communication Skill', ' Cah', ' Cah Depoit', ' Cloing', ' Stocking', ' Paralegal ']","[' Aociate of Applied Science', ' Aociate of Art']","[' Liberty Univerity', 'NA']"
1410,CHEF,[' '],"[' Aociate of Applied Science', ' GED']","[' Savannah Technical College', ' Wayne County Highchool']"
1411,CHEF,"['   I would like to continue the tradition of advocacy and commitment to youth through your GeoFORCE program  I find your Coordinator opportunity to be incredibly freh', ' motivating and inevitably- rewarding  Pleae review my reume at your leiure  It would be an honor to be part of your program and even more of an honor to work with your kidThank you again for your conideration  I look forward to an interview at your convenienceSincerely', '  The Good Neighbor Coalition and Southide Community Aociation - In partnering with the reident', ' merchant', ' Councilmen', ' Mayor of Flagtaff', ' Flagtaff Police Department', ' the NAU Police', ' Reidence Life', ' Greek ocietie-We drew recognition and promotion of multicultural enrichment through thee partnerhip', ' education and proactive leaderhip through the coordination of outreach effort   Through combined effort with Murdoch Community Center', ' Americorp', ' and the Flagtaff Public School Ditrict', ' we have kept our youth engaged in the renaiance of everal of the city\' ""blighted"" area Friend of Flagtaff Future- Board of Director', ' an organization founded to help the city of Flagtaff thrive through reponible growth and environmental utainability  F-cubed a the group i known alo partner with Lowell Obervatory for a erie of educational event bringing atronomical cience to the public  Learning under the tar Theatriko Theater Company Dori Harper- White Community Playhoue- Board of Director a leading art organization in Northern Arizona', ' offering high-quality live theatrical production and educational opportunitie', ' utilizing a divere bae of talent which repreent and reflect the community at large Through diligent  fundraiing we were able to expand youth workhop  and bring comedy', ' muic and other  creative  repertoire to the community Flagtaff Nuetra Raíce', ' which i dedicated to promoting and preerving Hipanic culture and hitory through event', ' gathering', ' the performing', ' viual art and cience The organization draw on the Arizona Hipanic family torie', ' hitory', ' tradition and talent a tool for cultural tranmiion  Through my affiliation with thi organization I have learned much in the way of humility', ' pereverance and loyalty to my heritage and to Latino youth   Arizona Broadcater Aociation Scholarhip', ' Arizona Pre Club Scholarhip', ' College of Creative and Communication Art Telecommunication Scholarhip', ' SPJ-SDX Society of Profeional Journalit-Sigma Delta Chi', ' AE RHO Profeional Honorary Broadcater Fraternity', ' Honorary Student Delegate Telecommunication Faculty Board  ']",[' Northern Arizona Univerity'],[' Bachelor of Science']
1412,CHEF,"[' concept', ' DOH', ' hiring', ' inventory', ' Ledger', ' excel preadheet', ' money', ' peronnel', ' problem olving', ' purchaing', ' quality', ' quality control', ' Sat', ' Scheduling', ' Staffing', ' Sun', ' teaching', ' employee handbook']","[' Graduate', ' Graduate', ' Serve Safe CertifiedNYFC DOH  Certified']","[' Paaic Valley High School', ' Intitute Culinary of Education', 'NA']"
1413,CHEF,"[""   AWARDS USA Honor Society 20092010 Biltmore Who' Who Award 20080910 Achievement Profeion Certificate of Merit\xa0  Chef de Cuiine An of California Bet European Retaurant 20052006 Award   ""]","[' Aociate of Art', ' Chef Dicover Contemporary Flavor - Culinary Intitute of America']","[' Lo Angele Trade Technical College', 'NA']"
1414,CHEF,"['  allergie', ' Baic', ' Cah handling', ' cloing', ' oral communication', ' cooking', ' cot analyi', ' cot control', ' cutomer ervice', ' fahion', ' fat', ' feature', ' inventory', '  leaderhip kill', ' office', ' Work', ' Operation Management', ' peronnel', ' preentation kill', ' profit', ' quality', ' receiving', ' afety', ' afety code', ' elling', ' ale', ' cheduling', ' erver', ' upervior', ' trainer', ' Health Department certified ']",[' Le Cordon Bleu Culinary School'],[' Aociate of Art']
1415,CHEF,"['  Culinary attribute  • Strong deire to intill good practice and procedure in thoe working with you  • Mentoring', ' training and upporting junior chef  • Ability to bring creative and commercially viable new line to the market before any competitor do  • Phyically fit and able to lift heavy good and tand for long period of time  • Able to communicate well with both uperior and ubordinate  • Can accurately etimate food and labor cot  • Enforcing trict health and hygiene tandard in the cooking  food preparation area  • Aiting head chef in the baic and full preparation of food  • Management of meal preparation by properly overeeing the quantitie of food to be cooked and the ize of portion to be erved  • Creating dihe for client with pecial dietary or cultural need  • Management of health and OSHA regulation by making ure that kitchen taff alway wore appropriate clothing and head wear in  accordance with the relevant tate and local law guideline  • Negotiating price and productivity of upplie with ale repreentative upon purchae order  • Maintaining the correct level of freh', ' frozen and dried food in the ""walk-in"" a well a tore room       ']",[' NEW YORK RESTAURANT SCHOOL'],[' Aociate of Applied Science']
1416,CHEF,['  Microoft Excel   Five year of experience with RSI  Proficient in MenuLink and ShiftNote '],"[' Aociate of Art', ' Indiana Univerity']","[' Sullivan Univerity', 'NA']"
1417,CHEF,"['   Certified Servafe', ' Expiration 2024  Member of the American Intitute of Culinary Profeional 2019  Culinary Innovation of America Jr Board member  ']","[' Aociate of Art', ' Bachelor of Science']","[' Univerity of New Orlean', ' Northwetern State Univerity of Louiiana']"
1418,CHEF,['   Accomplihment Contet Winner in the 2011 Entertaining Mediterranean with Sodexo New Recipe Contet Catered The 2013 Kentucky Derby Two time Legendary Service Award Winner Firt to receive a double gold core on National Food Service Audit for two year traight  '],"[' Aociate of Art', ' Food Preparation Kitchen Management Patierie and Confectionery International Cuiine']","[' Savannah Technical Univerity', ' United State Air Force']"
1419,CHEF,"['  fiduciary', ' eventfloor planning', ' Leaderhip', ' ale', ' teaching      \xa0Skill    Communication  Critical thinking  Organizational  Coaching  Interperonal  Litening and Undertanding  Logitical  Detail Oriented  Computer  Public Speaking ']","['NA', ' ServSafe Intructor  Proctor ServSafe Certified']","[' Frontline Leaderhip Certificate -', 'NA']"
1420,CHEF,"['  Photohop', ' art', ' budgeting', ' coting', ' dektop publihing', ' Englih', ' health and afety tandard', ' Illutrator', ' inventory', ' microoft word', ' quality', ' reearch', ' retaurant operation', ' Retail', ' Safety', ' ale', ' ome Spanih', ' uperviion', ' team player', ' time-management', ' work-flow', ' written communication ']","[' Aociate of Art', ' High School Diploma']","[' Illinoi Intitute of Art', ' Cheterton High School']"
1421,CHEF,"[' blueprint', ' Budget', ' Cloing', ' Cooking', ' credit', ' debit', ' dimenion', ' Training employee', ' health and afety tandard', ' Hiring', ' inventory', ' machinit', ' mechanical', ' mechanic', ' next', ' painting', ' peak', ' power tool', ' Purchaing', ' quality', ' Safety', ' oldering', ' time management', ' welder', ' welding']","['NA', ' Bachelor']","[' Orange Coat College', ' The International Cooking School of the Art Intitute']"
1422,CHEF,"['  Budgeting', ' Gatronomic Technique', ' Development Coaching', ' Coting', ' Inventory', ' Aociate Engagement', ' Networking', ' Purchaing', ' Quality Aurance', ' Scheduling', ' Excel', ' Word', ' Adobe ']","[' Aociate of Art', ' High School Diploma', ' Mentorhip']","[' California Culinary Academy', ' Metro Tech ', ' Phoenix Convention  Viitor bureau']"
1423,CHEF,['   Open to Negotiation  '],[' Lo Angele Culinary Intituted'],[' Aociate of Art']
1424,CHEF,['  Mateo Roger - Executive Chef The Hatch Rotierie 559 836-0455  Scott Howard - Executive Chef Citizen Beverly hill 415 246-8542  Laurie Sinero - Owner of Spaghettini retaurant group 562 307-3111  \u200b   '],[' Aociate of Occupational Studie Degree'],[' Le Cordon Bleu College of Culinary Art Paadena CA']
1425,CHEF,"[' baic', ' interperonal', ' Excellent oral', ' Cutomer Service', ' Cutomer Service', ' focu', ' General Manager', ' inventory', ' leaderhip', ' meeting', ' Excel', ' Microoft Office product', ' Power Point', ' Word', ' organizational', ' problem olving kill', ' quality', ' requirement gathering', ' Supervior', ' uperviion', ' unique', ' written communication kill']","[' Diploma', ' Bachelor of Art']","[' California School of Culinary Art', ' Wheaton College']"
1426,CHEF,"[' Cot control', ' Cutomer ervice', ' Bilingual']","[' GED', ' High School Diploma']","[' Culinary Art California', 'NA']"
1427,CHEF,"['  Hand on knowledge of all phae of food preparation from caual to fine dining and catering  Food  Labor Cot Control  Banquet and catering menu planning', ' development', ' and ervice  Recipe development and tandardization  Gluten Free food preparation  Certified Food Safety Manager  Food procurement', ' inventory and inventory control  Knowledge of P  L accountability  Kitchen equipment maintenance and repair  Cutomer ervice orientated  Employee hiring  training  Computer proficiency', '  Concept', ' Cot Control', ' coting', ' cutomer atifaction', ' Cutomer ervice', ' equipment maintenance and repair', ' Financial management', ' Food Safety', ' forth', ' hiring', ' inventory level', ' inventory', ' inventory control', ' peronnel', ' pricing', ' procee', ' procurement', ' purchaing', ' quality', ' receiving', ' retaurant operation', ' afety ']",[' Aociate of Science'],[' Johnon  Wale Univerity']
1428,CHEF,"[' adminitrative', ' ad', ' Arabic', ' buinedevelopment', ' contract', ' Cutomer Relationhip Management', ' Client', ' client', ' cutomer atifaction', ' energy efficient', ' Englih', ' food afety', ' French', ' hiring', ' inventory management', ' inventory', ' marketing', ' market', ' mentor', ' Acce', ' Excel preadheet', ' Outlook', ' PowerPoint', ' 98', ' Microoft Word', ' networking', ' payroll proceing', ' pivot table', ' policie', ' pricing', ' product development', ' producing', ' profit', ' purchaing', ' quality', ' QuickBook', ' afety', ' elling', ' ale', ' Search Engine Optimization', ' erver', ' hipping', ' taffing', ' trategic', ' tax', ' tax return', ' training program']",[' Bachelor of Science'],[' Saint Joeph Univerity']
1429,CHEF,['     Highly Focued and Driven   High Volume Production Capability  High Profile Event   Reliable   '],[' GED'],[' SWIC']
1430,CHEF,"[' adminitrative', ' budget', ' budget', ' concept', ' converion', ' Cooking', ' clientele', ' Delphi', ' Dutch', ' Employee Relation', ' Englih', ' Feature', ' financial', ' forecating', ' French', ' German', ' Internet Literate', ' Leaderhip', ' Managing', ' Management Training', ' Market', ' Excel', ' Office', ' 97', ' Outlook', ' Window 98', ' 98', ' NT', ' Word', ' Mill', ' profit', ' purchaing', ' quality', ' reception', ' Recruitment', ' afety', ' Spanih', ' uperviory']","[' Bachelor Degree', 'NA']","[' RIVB Culinary Intitute', ' Mavo College']"
1431,CHEF,"['   Schedule Create and implement menu Liaie with upplier Work within budgeted guideline Select', ' train and motivate the kitchen brigade Enure profitability Overee all apect of food preparation and production in the outlet  An innovative and logical thinker', ' with a harp cooking mind Excellent interperonal and communication kill', ' complementing the ability to build relationhip acro cultural boundarie Good organizational and time management kill', "" able to prioritize multiple tak and meet deadline Ambitiou and focued with a 'can do' attitude"", ' and a trong work ethic Interet Swimming', ' tenni', ' gym', ' travel', ' cooking  exploring new cuiine Muic  writing   ']","[' Diploma', ' Hopitality Management hotel tourim and food ervice pecialization in commercial cookery Academia International Melbourne Autralia certificate 4  5 OHS Short coure in - Food Garnihing  -Specialty Knive Banquet interior deign major in buine and private convention Reponible ervice of alcohol Autralia certificate RSA ']","[' academia international ', ' Shalon Secondary College']"
1432,CHEF,"['  Influential', ' Problem Solver', ' Strategic Planning', ' Rik Management', ' Service Quality Improvement', ' Staff Training', ' Staff-Retention Program', ' Team Building', ' Team Leaderhip', ' Take immediate action if Problem arie', ' Motivator', ' Problem Reolution', ' Employee Scheduling', ' Event Management and Promotion', ' Expene Control', ' High level of work Standard', ' Adjut Prioritie Quickly', 'Undertand and motivate employee and cutomer by analyzing and undertanding and making them feel valued and undertood Environmental StewardhipServ Safe Manager Culinary Science and Lecture All hopitality reponibilitie including Quality control of all food and beverage', ' Direction and facilitation of afety', ' Sanitation and Maintenance program', ' Hiring and training of peronnel for FOH and BOH Accountability for all time line expectation and procedure Created and implemented grading rubric HAACP and food flow  ']","[' Bachelor of Science', ' Aociate of Applied Science']","[' The Art Intitute of Pittburgh', ' The Art Intitute of Phoenix']"
1433,CHEF,"[' Adminitrative dutie', ' Cah Handling', ' direction', ' HR', ' Inventory', ' Mac', ' Purchaing', ' Record Keeping', ' Retail']",[' Aociate of Art'],[' Scottdale Culinary Intitute']
1434,CHEF,"['  compliance audit', ' concept', ' conulting', ' content', ' pecial event', ' fame', ' government', ' leaderhip', ' leaderhip kill', ' marketing', ' outide ale', ' retail', ' afety', ' eminar', ' erver', ' taff development', ' workhop ']","[' Aociate of Art', ' Culinary Intitute of America Hyde Park', ' Illinoi Benedictine Univerity']","[' Wahburne TradeSchool', ' Aociate of Art', ' Culinary Intitute of America Greytone']"
1435,CHEF,"['  Adminitrative Aitant', ' adminitrative upport', ' Behavioral Health', ' Conflict Reolution', ' Cooking', ' CPR', ' Cutomer Service', ' pecial event', ' Firt Aid', ' Goal Setting', ' Intructor', ' inventory', ' Team Development', ' logitic', ' Marketing', ' Excel', ' Microoft Office', ' Payment Proceing', ' quality control', ' Reporting', ' retaurant operation', ' Safety', ' elling', ' Sale', ' ale report', ' uperviing', ' uperviion', ' Type', ' Vendor Relation', ' Workhop ']","[' Aociate of Science Degree', "" St Mary' Food Bank Alliance- Community Kitchen""]","[' Mea Community College', 'NA']"
1436,CHEF,"['    Serve Safe 2015     Seaoned and cooked food according to recipe or peronal judgment and experience    Enured conitent high quality of plate preentation     Maintained contact with kitchen taff', ' management', ' erving taff and cutomer    Baked', ' roated', ' broiled', ' and teamed meat', ' fih', ' vegetable and other food    Supported all kitchen operation when chef wa abent   ']",[' William M Davie Career  Tech'],[' High School Diploma']
1437,CHEF,"['  Budgeting', ' Multi-Buine Operation Management', ' New Buine Development', ' Profit Generation', ' Food Safety', ' Quality Management', ' Cutomer Relation', ' Vendor Negotiation', ' Vendor Partnerhip', ' Time and Reource Optimization', ' Inventory Control and Management', ' Weekly Payroll', ' Policie', ' Safety', ' Work Flow  ']","[' Aociate Degree', ' Certification', ' Certification']","[' Johnon  Wale Univerity', ' Johnon and Wale', ' Johnon and Wale']"
1438,CHEF,"['  Art', ' Cooking', ' Fahion', ' Functional', ' Team Building', ' Team Leaderhip', ' MCP', ' Excel', ' Microoft Window 2000', ' Microoft Word', ' Project management', ' Retaurant Management', ' Sale', ' Team Player ']","[' Johnon  Wale Univerity', ' Le Cordon Blue Culinary College', ' Mcfatter Technical College', ' Richard J Daley College']","[' Aociate of Art', ' Aociate Degree', ' CertificationCommercial Food Culinary Art Management Gourmet Cooking  Seafood Preparation', ' Aociate Degree']"
1439,CHEF,"['  budget', ' inventory', ' ophiticated eaonal menu', ' public relation', ' quality', '   motivated leader ']",[' Aociate of Occupational Studie'],[' The Culinary Intitute of America']
1440,CHEF,"['   Kitchen Deign  Workflow  Operation Management  Product Coting  Cot Control  Innovative Menu Development  Team Building  Leaderhip  Quality  Cutomer Service  New Retaurant Opening 7  Revenue Growth  PL  Performance Management  IMenuPro  Aloha  Microoft Office Suite  Solomon  Quet  ETeac  Eventmater  Catereae  Food plating and preentation  Forecating and planning  Kitchen equipment operation and maintenance  Operation management    Buine proce', ' Negotiation', ' Unique  Com', ' Operation Management  CA', ' Optimization  Cooking', ' Performance Management  Cot Control', ' Peronnel  Client', ' Procee  Client', ' Purchaing  Cutomer Service', ' Quality  DC', ' Quality control  Direction', ' Quality management  Englih', ' Quet  Financial management', ' Reception  Focu', ' Recruitment  Greek', ' Reearch  Italian', ' Retail  Krono', ' Sale  Team Building', ' Scheduling  Recipe and menu planning  Payroll and cheduling  Menu planning  ']","[' AOS', ' High School Diploma']","[' California Culinary Academy', ' Mary Star of the Sea High School']"
1441,CHEF,['   Account Management  Project Management  Computer Proficient  '],"[' Aociate of Art', ' Bachelor of Science']","[' Pennylvania Culinary Intitute ', ' Salem International']"
1442,CHEF,"[' Art', ' budget', ' color', ' cot control', ' Staff training', ' Englih', ' etimating', ' Focu', ' functional', ' Inventory management', ' inventory', ' Inventory control', ' team leader', ' meeting', ' negotiator', ' Operation management', ' problem olving', ' producing', ' program development', ' purchaing', ' quality', ' receiving', ' retail', ' afety', ' Spanih', ' Staff development', ' taffing', ' Superviion', ' team management', ' work-flow']","[' Bachelor of Art', 'NA']","[' BIC', ' Courework in Patry Art      Coure in Food Preparation Kitchen Management Patierie and Confectionery International Cuiine      Nutrition coure']"
1443,CHEF,"[' Acute Care', ' Conference', ' Leaderhip', ' Profit and Lo', ' Retail Sale', ' Self-motivated', ' Staff Development and Motivation', ' Team Leaderhip and Team Building']",[' GED'],[' John Jay ']
1444,CHEF,"[' General Accounting', ' Biology', ' Budgeting', ' Buine Adminitration', ' Buine Development', ' Chemitry', ' cloing', ' Client', ' client', ' cutomer upport', ' ENVIRONMENTAL SCIENTIST', ' Environmental Science', ' Finance', ' FOCUS', ' Genetic', ' Human Reource Management', ' Interpretation', ' marketing', ' market', ' Marketing Management', ' marketing and ale', ' need aement', ' negotiation', ' paint', ' peruaive', ' Phyiology', ' Pricing', ' project management', ' propoal', ' quality', ' Real Etate', ' Relationhip Management', ' Reearch', ' elling', ' ale', ' ale analyi', ' Strategic Management', ' Survey', ' unique']","[' Mater of Buine Adminitration', ' Gained knowledge of marketing and ale principle through coure in Marketing Management Principle of Finance and Strategic Management coureStrengthened communication and peruaive kill through active participation in Communication in Organization and Human Reource Management coure', ' Wayne State Univerity']","[' Univerity of Michigan', ' Bachelor of Science', 'NA']"
1445,CHEF,"['  Advertiing', ' Automobile', ' Conultant', ' Cutomer Relation', ' Data Management', ' Financial Planning', ' Food afety', ' Hiring', ' Inventory Control', ' Inventory Management', ' Managing', ' marketing', ' material', ' Network deign', ' Network', ' New Contruction', ' Payroll', ' Performance Appraial', ' Peronnel', ' Policie', ' Project Management', ' Retaurant Operation', ' Retail', ' Safety', ' Sale', ' Spanih Speaking', ' Superviion', ' Telecommunication Equipment Operation and Maintenance ']",[' GED'],[' GED']
1446,CHEF,['  Patient-focued care  Compaionate and trutworthy caregiver  Detail-oriented  Effectively interact with patient and familie  Hopice care provider  Preparation of healthy meal and nack  Catheter preparation and change  Charting and record keeping '],[' Orting High School'],[' High School Diploma']
1447,CHEF,['  Grill cook pecialit  Fry cook pecialit  Saucier   Soup alad pecialit  Inventory pecialit  Menu and catering planner  Wate management pecialit  Sautee and broiler pecialit  Event planner  Expert in preparing  daily pecial   Scheduling  Profit  and lot pecialit  Team player   Excellent cutomer ervice  Training of employee   '],"[' GED', ' Aociate of Applied Science']","[' Lyndon B Johnon ', ' Lincoln college']"
1448,CHEF,"[' Interperonal Skill', ' cooking', ' critical thinking', ' dependability focued', ' human relation', ' inventory', ' litening kill', ' time and peronnel management kill', ' tre management', ' uperviion', ' teaching', ' leaderhip', ' enthuiam', ' paion for cooking', ' problem olving']",['NA'],[' Culinary Intitute of America']
1449,CHEF,['   Knowledge of the peronal chefprivate catering buine  Maintain great quality of food\xa0  Fat and capable of handling large project\xa0  '],"[' High School Diploma', "" L'Academie de Cuiine"", ' Bachelor of Art']","[' Glenelg High School', ' Howard County Community College', ' The Culinary Intitute of America']"
1450,CHEF,"['     Community Connector   Founded the larget community-baed public afety organization that i well regarded throughout the region and recognized by Senator Carol Liu 2014 ""Women Mean Buine"" award and Chief of Police Paul Cooper and City of Claremont 2013 ""Community Hero""  LA County Fair award  ']","[' Mater of Public Health', ' Bachelor of Science', ' Aociate of Science']","[' Loma Linda Univerity', ' California State Polytechnic Univerity', ' Le Cordon Bleu']"
1451,CHEF,"['  Attention to detail', ' budget', ' cooking', ' baking', ' cutomer atifaction', ' delivery', ' pecial event', ' hiring', ' packaging', ' policie', ' pricing', ' producing', ' proofing', ' quality', ' recruiting', ' afety', ' cheduling', ' and uperviing  ']","[' High School Diploma', ' San Joaquin Delta Community College']","[' Thoma Edion Senior High School', 'NA']"
1452,CHEF,['  I believe in working a a team efficiently and productively All job mut be done on a timely and organized matter '],"[' High School Diploma', ' Some College No Degree']","[' Cheapeake High School', ' CCBC Eex Campu ']"
1453,CHEF,['   Attached are two letter of recommendation  Multiple reference are available upon requet  '],"[' Bachelor of Science', ' Bachelor of Science', ' High School Diploma']","[' Northern Virginia Community College', ' Saint Peterburg College', ' George Maon High School']"
1454,CHEF,"['  computer ytem', ' organized', ' elf tarter', ' grammar', ' communicate well  \u200b ']",[' Career Step Profeional Medical Coding and Billing Program'],['NA']
1455,CHEF,"['  Cutomer Service', ' Internet Reearch', ' Time Management ']",[' Old dominion UNIVERSITY'],[' Bachelor of Art']
1456,CHEF,"[' baicComputer Skill', ' documentation', ' taff training', ' Englih', ' Hebrew', ' inventory control', ' Law', ' legal', ' legal document', ' note', ' Microoft Office', ' Spanih', ' Stata']","['NA', ' High School Diploma']","[' Boton Univerity', ' Colegio Moral y Luce']"
1457,CHEF,['  Serv Safe Certification '],"[' McEachern HS', ' Community ServiceVolunteer Girl Scout 2012-2013']","[' High School Diploma', 'NA']"
1458,CHEF,['   Kitchen Management  Knife SKill  Mother Sauce Knowledgeable  Ability to Adapt to any ituation  Leaderhip kill  Employee Development   Fat Pace and efficient   '],"[' Aociate of Art', ' High School Diploma']","[' Lakeland Community College', ' Charle F Bruh High School']"
1459,CHEF,"['   Typing peed of 98 WPM', ' Word', ' Photohop', ' Excel', ' Acce', ' PowerPoint', ' Multi-taking and organizational training  Completed coure training in cutomer ervice and confrontation at Firt Council Caino Hotel  ', 'NA']","[' High School Diploma', ' Some Aociate']","[' Arkana City High School', ' Cowley County Community College']"
1460,CHEF,"['   Typing peed of 98 WPM', ' Word', ' Photohop', ' Excel', ' Acce', ' PowerPoint', ' Multi-taking and organizational training  Completed coure training in cutomer ervice and confrontation at Firt Council Caino Hotel  ', 'NA']",[' Bachelor of Art'],[' Univerity of Phoenix']
1461,CHEF,"[' adminitrative', ' Arabic', ' contract', ' Cutomer Relationhip Management', ' Client', ' cutomer atifaction', ' delivery', ' energy  efficient', ' Englih', ' food afety', ' French', ' hiring', ' inpection', ' inventory management', ' managerial', ' marketing', ' market', ' Acce', ' Excel preadheet', ' Outlook', ' PowerPoint', ' 98', ' Microoft Word', ' payroll', ' pivot table', ' policie', ' product development', ' profit', ' quality', ' QuickBook', ' afety', ' ale', ' ale  report', ' Search Engine Optimization', ' erver', ' hipping', ' taffing', ' trategic', ' tax', ' tax preparer', ' tax return', ' training program', ' written']",[' Bachelor of Science'],[' Saint Joeph Univerity']
